ingestdate,source,mfr,mpn,partnumber,qtyavail,price
20140217,source1,mfr1,mpn1,partnumber3,114539,-1
20140217,source1,mfr1,mpn1,partnumber1,114539,0.23
20140217,source1,mfr1,mpn1,partnumber2,114000,0.03749
20140220,source1,mfr1,mpn1,partnumber2,105000,0.03749
20140220,source1,mfr1,mpn1,partnumber1,107751,0.23
20140220,source1,mfr1,mpn1,partnumber3,107751,-1
20140221,source1,mfr1,mpn1,partnumber2,105000,0.03749
20140221,source1,mfr1,mpn1,partnumber1,107491,0.23
20140221,source1,mfr1,mpn1,partnumber3,107491,-1
20140223,source1,mfr1,mpn1,partnumber2,102000,0.03749
20140223,source1,mfr1,mpn1,partnumber1,104184,0.23
20140223,source1,mfr1,mpn1,partnumber3,104184,-1
20140224,source1,mfr1,mpn1,partnumber3,104309,-1
20140224,source1,mfr1,mpn1,partnumber1,104309,0.23
20140224,source1,mfr1,mpn1,partnumber2,102000,0.03749
20140225,source1,mfr1,mpn1,partnumber3,95208,-1
20140225,source1,mfr1,mpn1,partnumber1,95208,0.23
20140225,source1,mfr1,mpn1,partnumber2,93000,0.03749
20140226,source1,mfr1,mpn1,partnumber3,94908,-1
20140226,source1,mfr1,mpn1,partnumber1,94908,0.23
20140226,source1,mfr1,mpn1,partnumber2,93000,0.03749
20140227,source1,mfr1,mpn1,partnumber2,93000,0.03749
20140227,source1,mfr1,mpn1,partnumber1,94398,0.23
20140227,source1,mfr1,mpn1,partnumber3,94398,-1
20140228,source1,mfr1,mpn1,partnumber3,93453,-1
20140228,source1,mfr1,mpn1,partnumber1,93453,0.23
20140228,source1,mfr1,mpn1,partnumber2,90000,0.03749
20140301,source1,mfr1,mpn1,partnumber2,90000,0.03749
20140301,source1,mfr1,mpn1,partnumber1,92993,0.23
20140301,source1,mfr1,mpn1,partnumber3,92993,-1
20140302,source1,mfr1,mpn1,partnumber3,92993,-1
20140302,source1,mfr1,mpn1,partnumber1,92993,0.23
20140302,source1,mfr1,mpn1,partnumber2,90000,0.03749
20140303,source1,mfr1,mpn1,partnumber2,90000,0.03749
20140303,source1,mfr1,mpn1,partnumber1,92993,0.23
20140303,source1,mfr1,mpn1,partnumber3,92993,-1
20140304,source1,mfr1,mpn1,partnumber2,90000,0.03749
20140304,source1,mfr1,mpn1,partnumber1,92825,0.23
20140304,source1,mfr1,mpn1,partnumber3,86825,-1
20140305,source1,mfr1,mpn1,partnumber2,84000,0.03749
20140305,source1,mfr1,mpn1,partnumber1,86375,0.23
20140305,source1,mfr1,mpn1,partnumber3,86375,-1
20140306,source1,mfr1,mpn1,partnumber3,95375,-1
20140306,source1,mfr1,mpn1,partnumber1,95375,0.23
20140306,source1,mfr1,mpn1,partnumber2,93000,0.03749
20140307,source1,mfr1,mpn1,partnumber2,81000,0.03749
20140307,source1,mfr1,mpn1,partnumber1,83375,0.23
20140307,source1,mfr1,mpn1,partnumber3,83375,-1
20140308,source1,mfr1,mpn1,partnumber3,79770,-1
20140308,source1,mfr1,mpn1,partnumber1,79770,0.23
20140308,source1,mfr1,mpn1,partnumber2,75000,0.03749
20140309,source1,mfr1,mpn1,partnumber3,79770,-1
20140309,source1,mfr1,mpn1,partnumber1,79770,0.23
20140309,source1,mfr1,mpn1,partnumber2,75000,0.03749
20140310,source1,mfr1,mpn1,partnumber3,79754,-1
20140310,source1,mfr1,mpn1,partnumber1,79754,0.23
20140310,source1,mfr1,mpn1,partnumber2,75000,0.03749
20140311,source1,mfr1,mpn1,partnumber2,75000,0.03749
20140311,source1,mfr1,mpn1,partnumber1,79332,0.23
20140311,source1,mfr1,mpn1,partnumber3,79332,-1
20140312,source1,mfr1,mpn1,partnumber3,75546,-1
20140312,source1,mfr1,mpn1,partnumber1,75546,0.23
20140312,source1,mfr1,mpn1,partnumber2,72000,0.03749
20140313,source1,mfr1,mpn1,partnumber2,72000,0.03749
20140313,source1,mfr1,mpn1,partnumber1,75066,0.23
20140313,source1,mfr1,mpn1,partnumber3,75066,-1
20140314,source1,mfr1,mpn1,partnumber3,74355,-1
20140314,source1,mfr1,mpn1,partnumber1,74355,0.23
20140314,source1,mfr1,mpn1,partnumber2,72000,0.03749
20140315,source1,mfr1,mpn1,partnumber3,70925,-1
20140315,source1,mfr1,mpn1,partnumber1,70925,0.23
20140315,source1,mfr1,mpn1,partnumber2,66000,0.03749
20140318,source1,mfr1,mpn1,partnumber3,70212,-1
20140318,source1,mfr1,mpn1,partnumber1,70212,0.23
20140318,source1,mfr1,mpn1,partnumber2,66000,0.03749
20140319,source1,mfr1,mpn1,partnumber3,70162,-1
20140319,source1,mfr1,mpn1,partnumber1,70162,0.23
20140319,source1,mfr1,mpn1,partnumber2,66000,0.03749
20140320,source1,mfr1,mpn1,partnumber2,66000,0.03749
20140320,source1,mfr1,mpn1,partnumber1,69796,0.23
20140320,source1,mfr1,mpn1,partnumber3,69896,-1
20140321,source1,mfr1,mpn1,partnumber2,66000,0.03749
20140321,source1,mfr1,mpn1,partnumber1,68272,0.23
20140321,source1,mfr1,mpn1,partnumber3,68272,-1
20140322,source1,mfr1,mpn1,partnumber2,66000,0.03749
20140322,source1,mfr1,mpn1,partnumber1,68183,0.23
20140322,source1,mfr1,mpn1,partnumber3,68183,-1
20140323,source1,mfr1,mpn1,partnumber3,68183,-1
20140323,source1,mfr1,mpn1,partnumber1,68183,0.23
20140323,source1,mfr1,mpn1,partnumber2,66000,0.03749
20140324,source1,mfr1,mpn1,partnumber2,66000,0.03749
20140324,source1,mfr1,mpn1,partnumber1,68183,0.23
20140324,source1,mfr1,mpn1,partnumber3,68183,-1
20140326,source1,mfr1,mpn1,partnumber2,75000,0.03749
20140326,source1,mfr1,mpn1,partnumber1,78273,0.23
20140326,source1,mfr1,mpn1,partnumber3,78273,-1
20140327,source1,mfr1,mpn1,partnumber2,120000,0.03749
20140327,source1,mfr1,mpn1,partnumber1,122066,0.23
20140327,source1,mfr1,mpn1,partnumber3,122066,-1
20140328,source1,mfr1,mpn1,partnumber3,119052,-1
20140328,source1,mfr1,mpn1,partnumber1,119052,0.23
20140328,source1,mfr1,mpn1,partnumber2,117000,0.03749
20140329,source1,mfr1,mpn1,partnumber2,114000,0.03749
20140329,source1,mfr1,mpn1,partnumber1,118457,0.23
20140329,source1,mfr1,mpn1,partnumber3,118457,-1
20140330,source1,mfr1,mpn1,partnumber2,114000,0.03749
20140330,source1,mfr1,mpn1,partnumber1,118457,0.23
20140330,source1,mfr1,mpn1,partnumber3,118457,-1
20140331,source1,mfr1,mpn1,partnumber3,118457,-1
20140331,source1,mfr1,mpn1,partnumber1,118457,0.23
20140331,source1,mfr1,mpn1,partnumber2,114000,0.03749
20140401,source1,mfr1,mpn1,partnumber3,103447,-1
20140401,source1,mfr1,mpn1,partnumber1,103410,0.23
20140401,source1,mfr1,mpn1,partnumber2,99000,0.03749
20140402,source1,mfr1,mpn1,partnumber2,99000,0.03749
20140402,source1,mfr1,mpn1,partnumber1,102865,0.23
20140402,source1,mfr1,mpn1,partnumber3,102865,-1
20140403,source1,mfr1,mpn1,partnumber3,93720,-1
20140403,source1,mfr1,mpn1,partnumber1,93720,0.23
20140403,source1,mfr1,mpn1,partnumber2,90000,0.03749
20140404,source1,mfr1,mpn1,partnumber3,81575,-1
20140404,source1,mfr1,mpn1,partnumber1,81575,0.23
20140404,source1,mfr1,mpn1,partnumber2,78000,0.03749
20140405,source1,mfr1,mpn1,partnumber3,81438,-1
20140405,source1,mfr1,mpn1,partnumber1,81438,0.23
20140405,source1,mfr1,mpn1,partnumber2,78000,0.03749
20140406,source1,mfr1,mpn1,partnumber2,78000,0.03749
20140406,source1,mfr1,mpn1,partnumber1,81438,0.23
20140406,source1,mfr1,mpn1,partnumber3,81438,-1
20140407,source1,mfr1,mpn1,partnumber2,78000,0.03749
20140407,source1,mfr1,mpn1,partnumber1,81438,0.23
20140407,source1,mfr1,mpn1,partnumber3,81438,-1
20140408,source1,mfr1,mpn1,partnumber3,69433,-1
20140408,source1,mfr1,mpn1,partnumber1,69433,0.23
20140408,source1,mfr1,mpn1,partnumber2,66000,0.03749
20140409,source1,mfr1,mpn1,partnumber2,60000,0.03749
20140409,source1,mfr1,mpn1,partnumber1,62833,0.23
20140409,source1,mfr1,mpn1,partnumber3,62833,-1
20140410,source1,mfr1,mpn1,partnumber2,60000,0.03749
20140410,source1,mfr1,mpn1,partnumber1,62803,0.23
20140410,source1,mfr1,mpn1,partnumber3,62803,-1
20140411,source1,mfr1,mpn1,partnumber2,60000,0.03749
20140411,source1,mfr1,mpn1,partnumber1,62774,0.23
20140411,source1,mfr1,mpn1,partnumber3,62774,-1
20140412,source1,mfr1,mpn1,partnumber3,57799,-1
20140412,source1,mfr1,mpn1,partnumber1,57799,0.23
20140412,source1,mfr1,mpn1,partnumber2,54000,0.03749
20140413,source1,mfr1,mpn1,partnumber2,54000,0.03749
20140413,source1,mfr1,mpn1,partnumber1,57295,0.23
20140413,source1,mfr1,mpn1,partnumber3,57295,-1
20140414,source1,mfr1,mpn1,partnumber2,54000,0.03749
20140414,source1,mfr1,mpn1,partnumber1,57291,0.23
20140414,source1,mfr1,mpn1,partnumber3,57291,-1
20140416,source1,mfr1,mpn1,partnumber3,51685,-1
20140416,source1,mfr1,mpn1,partnumber1,51685,0.23
20140416,source1,mfr1,mpn1,partnumber2,48000,0.03749
20140417,source1,mfr1,mpn1,partnumber3,51315,-1
20140417,source1,mfr1,mpn1,partnumber1,51315,0.23
20140417,source1,mfr1,mpn1,partnumber2,48000,0.03749
20140418,source1,mfr1,mpn1,partnumber3,51049,-1
20140418,source1,mfr1,mpn1,partnumber1,51049,0.23
20140418,source1,mfr1,mpn1,partnumber2,48000,0.03749
20140419,source1,mfr1,mpn1,partnumber2,39000,0.03749
20140419,source1,mfr1,mpn1,partnumber1,41714,0.23
20140419,source1,mfr1,mpn1,partnumber3,41714,-1
20140420,source1,mfr1,mpn1,partnumber3,41714,-1
20140420,source1,mfr1,mpn1,partnumber1,41714,0.23
20140420,source1,mfr1,mpn1,partnumber2,39000,0.03749
20140421,source1,mfr1,mpn1,partnumber3,41714,-1
20140421,source1,mfr1,mpn1,partnumber1,41714,0.23
20140421,source1,mfr1,mpn1,partnumber2,39000,0.03749
20140422,source1,mfr1,mpn1,partnumber2,36000,0.03749
20140422,source1,mfr1,mpn1,partnumber1,38650,0.23
20140422,source1,mfr1,mpn1,partnumber3,38650,-1
20140423,source1,mfr1,mpn1,partnumber2,30000,0.03749
20140423,source1,mfr1,mpn1,partnumber1,34655,0.23
20140423,source1,mfr1,mpn1,partnumber3,34655,-1
20140424,source1,mfr1,mpn1,partnumber2,30000,0.03749
20140424,source1,mfr1,mpn1,partnumber1,34555,0.23
20140424,source1,mfr1,mpn1,partnumber3,34555,-1
20140425,source1,mfr1,mpn1,partnumber2,30000,0.03749
20140425,source1,mfr1,mpn1,partnumber1,34205,0.23
20140425,source1,mfr1,mpn1,partnumber3,34205,-1
20140427,source1,mfr1,mpn1,partnumber3,22193,-1
20140427,source1,mfr1,mpn1,partnumber1,22193,0.23
20140427,source1,mfr1,mpn1,partnumber2,18000,0.03749
20140428,source1,mfr1,mpn1,partnumber3,22153,-1
20140428,source1,mfr1,mpn1,partnumber1,22153,0.23
20140428,source1,mfr1,mpn1,partnumber2,18000,0.03749
20140429,source1,mfr1,mpn1,partnumber3,24667,-1
20140429,source1,mfr1,mpn1,partnumber1,24667,0.23
20140429,source1,mfr1,mpn1,partnumber2,21000,0.03749
20140430,source1,mfr1,mpn1,partnumber3,24280,-1
20140430,source1,mfr1,mpn1,partnumber1,24280,0.23
20140430,source1,mfr1,mpn1,partnumber2,21000,0.03749
20140501,source1,mfr1,mpn1,partnumber2,21000,0.03749
20140501,source1,mfr1,mpn1,partnumber1,23826,0.23
20140501,source1,mfr1,mpn1,partnumber3,23791,-1
20140502,source1,mfr1,mpn1,partnumber2,21000,0.03749
20140502,source1,mfr1,mpn1,partnumber1,23611,0.23
20140502,source1,mfr1,mpn1,partnumber3,23611,-1
20140503,source1,mfr1,mpn1,partnumber2,33000,0.03749
20140503,source1,mfr1,mpn1,partnumber1,35356,0.23
20140503,source1,mfr1,mpn1,partnumber3,35356,-1
20140504,source1,mfr1,mpn1,partnumber2,33000,0.03749
20140504,source1,mfr1,mpn1,partnumber1,35356,0.23
20140504,source1,mfr1,mpn1,partnumber3,35356,-1
20140505,source1,mfr1,mpn1,partnumber3,35356,-1
20140505,source1,mfr1,mpn1,partnumber1,35356,0.23
20140505,source1,mfr1,mpn1,partnumber2,33000,0.03749
20140506,source1,mfr1,mpn1,partnumber2,33000,0.03749
20140506,source1,mfr1,mpn1,partnumber1,35246,0.23
20140506,source1,mfr1,mpn1,partnumber3,35246,-1
20140507,source1,mfr1,mpn1,partnumber3,77186,-1
20140507,source1,mfr1,mpn1,partnumber1,77186,0.23
20140507,source1,mfr1,mpn1,partnumber2,75000,0.03749
20140508,source1,mfr1,mpn1,partnumber3,188071,-1
20140508,source1,mfr1,mpn1,partnumber1,188071,0.23
20140508,source1,mfr1,mpn1,partnumber2,186000,0.03749
20140509,source1,mfr1,mpn1,partnumber3,187943,-1
20140509,source1,mfr1,mpn1,partnumber1,187943,0.23
20140509,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140510,source1,mfr1,mpn1,partnumber3,187735,-1
20140510,source1,mfr1,mpn1,partnumber1,187735,0.23
20140510,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140511,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140511,source1,mfr1,mpn1,partnumber1,187735,0.23
20140511,source1,mfr1,mpn1,partnumber3,187735,-1
20140512,source1,mfr1,mpn1,partnumber3,187735,-1
20140512,source1,mfr1,mpn1,partnumber1,187735,0.23
20140512,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140513,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140513,source1,mfr1,mpn1,partnumber1,186234,0.23
20140513,source1,mfr1,mpn1,partnumber3,186234,-1
20140514,source1,mfr1,mpn1,partnumber3,185160,-1
20140514,source1,mfr1,mpn1,partnumber1,185160,0.23
20140514,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140515,source1,mfr1,mpn1,partnumber3,185036,-1
20140515,source1,mfr1,mpn1,partnumber1,185036,0.23
20140515,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140516,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140516,source1,mfr1,mpn1,partnumber1,185444,0.23
20140516,source1,mfr1,mpn1,partnumber3,185444,-1
20140517,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140517,source1,mfr1,mpn1,partnumber1,184839,0.23
20140517,source1,mfr1,mpn1,partnumber3,184839,-1
20140518,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140518,source1,mfr1,mpn1,partnumber1,184839,0.23
20140518,source1,mfr1,mpn1,partnumber3,184839,-1
20140519,source1,mfr1,mpn1,partnumber3,184839,-1
20140519,source1,mfr1,mpn1,partnumber1,184839,0.23
20140519,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140520,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140520,source1,mfr1,mpn1,partnumber1,184121,0.23
20140520,source1,mfr1,mpn1,partnumber3,184121,-1
20140521,source1,mfr1,mpn1,partnumber3,183959,-1
20140521,source1,mfr1,mpn1,partnumber1,183959,0.23
20140521,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140522,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140522,source1,mfr1,mpn1,partnumber1,182939,0.23
20140522,source1,mfr1,mpn1,partnumber3,182939,-1
20140523,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140523,source1,mfr1,mpn1,partnumber1,182919,0.23
20140523,source1,mfr1,mpn1,partnumber3,182919,-1
20140524,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140524,source1,mfr1,mpn1,partnumber1,182139,0.23
20140524,source1,mfr1,mpn1,partnumber3,182139,-1
20140525,source1,mfr1,mpn1,partnumber3,182139,-1
20140525,source1,mfr1,mpn1,partnumber1,182139,0.23
20140525,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140526,source1,mfr1,mpn1,partnumber3,182139,-1
20140526,source1,mfr1,mpn1,partnumber1,182139,0.23
20140526,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140527,source1,mfr1,mpn1,partnumber3,178631,-1
20140527,source1,mfr1,mpn1,partnumber1,178631,0.23
20140527,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140528,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140528,source1,mfr1,mpn1,partnumber1,178331,0.23
20140528,source1,mfr1,mpn1,partnumber3,178331,-1
20140529,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140529,source1,mfr1,mpn1,partnumber1,178271,0.23
20140529,source1,mfr1,mpn1,partnumber3,178271,-1
20140530,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140530,source1,mfr1,mpn1,partnumber1,178271,0.23
20140530,source1,mfr1,mpn1,partnumber3,178271,-1
20140531,source1,mfr1,mpn1,partnumber3,178166,-1
20140531,source1,mfr1,mpn1,partnumber1,178166,0.23
20140531,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140601,source1,mfr1,mpn1,partnumber3,178166,-1
20140601,source1,mfr1,mpn1,partnumber1,178166,0.23
20140601,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140602,source1,mfr1,mpn1,partnumber3,175166,-1
20140602,source1,mfr1,mpn1,partnumber1,175166,0.23
20140602,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140603,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140603,source1,mfr1,mpn1,partnumber1,177666,0.23
20140603,source1,mfr1,mpn1,partnumber3,177666,-1
20140604,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140604,source1,mfr1,mpn1,partnumber1,175726,0.23
20140604,source1,mfr1,mpn1,partnumber3,175726,-1
20140605,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140605,source1,mfr1,mpn1,partnumber1,175523,0.23
20140605,source1,mfr1,mpn1,partnumber3,175523,-1
20140606,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140606,source1,mfr1,mpn1,partnumber1,175478,0.23
20140606,source1,mfr1,mpn1,partnumber3,175478,-1
20140608,source1,mfr1,mpn1,partnumber3,174593,-1
20140608,source1,mfr1,mpn1,partnumber1,174593,0.23
20140608,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140609,source1,mfr1,mpn1,partnumber3,174589,-1
20140609,source1,mfr1,mpn1,partnumber1,174589,0.23
20140609,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140610,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140610,source1,mfr1,mpn1,partnumber1,174064,0.23
20140610,source1,mfr1,mpn1,partnumber3,174064,-1
20140611,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140611,source1,mfr1,mpn1,partnumber1,173464,0.23
20140611,source1,mfr1,mpn1,partnumber3,173464,-1
20140612,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140612,source1,mfr1,mpn1,partnumber1,173332,0.23
20140612,source1,mfr1,mpn1,partnumber3,173332,-1
20140613,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140613,source1,mfr1,mpn1,partnumber1,173256,0.23
20140613,source1,mfr1,mpn1,partnumber3,173256,-1
20140614,source1,mfr1,mpn1,partnumber3,171696,-1
20140614,source1,mfr1,mpn1,partnumber1,171696,0.23
20140614,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140615,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140615,source1,mfr1,mpn1,partnumber1,171571,0.23
20140615,source1,mfr1,mpn1,partnumber3,171571,-1
20140616,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140616,source1,mfr1,mpn1,partnumber1,171551,0.23
20140616,source1,mfr1,mpn1,partnumber3,171551,-1
20140617,source1,mfr1,mpn1,partnumber3,172599,-1
20140617,source1,mfr1,mpn1,partnumber1,172599,0.23
20140617,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140618,source1,mfr1,mpn1,partnumber3,172229,-1
20140618,source1,mfr1,mpn1,partnumber1,172229,0.23
20140618,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140619,source1,mfr1,mpn1,partnumber3,168397,-1
20140619,source1,mfr1,mpn1,partnumber1,168397,0.23
20140619,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140620,source1,mfr1,mpn1,partnumber3,166763,-1
20140620,source1,mfr1,mpn1,partnumber1,166763,0.23
20140620,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140621,source1,mfr1,mpn1,partnumber2,162000,0.03749
20140621,source1,mfr1,mpn1,partnumber1,163658,0.23
20140621,source1,mfr1,mpn1,partnumber3,163658,-1
20140622,source1,mfr1,mpn1,partnumber2,162000,0.03749
20140622,source1,mfr1,mpn1,partnumber1,163658,0.23
20140622,source1,mfr1,mpn1,partnumber3,163658,-1
20140623,source1,mfr1,mpn1,partnumber3,163658,-1
20140623,source1,mfr1,mpn1,partnumber1,163658,0.23
20140623,source1,mfr1,mpn1,partnumber2,162000,0.03749
20140624,source1,mfr1,mpn1,partnumber3,163258,-1
20140624,source1,mfr1,mpn1,partnumber1,163258,0.23
20140624,source1,mfr1,mpn1,partnumber2,162000,0.03749
20140625,source1,mfr1,mpn1,partnumber3,162726,-1
20140625,source1,mfr1,mpn1,partnumber1,162726,0.23
20140625,source1,mfr1,mpn1,partnumber2,162000,0.03749
20140626,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140626,source1,mfr1,mpn1,partnumber1,162606,0.23
20140626,source1,mfr1,mpn1,partnumber3,162606,-1
20140627,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140627,source1,mfr1,mpn1,partnumber1,162502,0.23
20140627,source1,mfr1,mpn1,partnumber3,162502,-1
20140628,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140628,source1,mfr1,mpn1,partnumber1,162076,0.23
20140628,source1,mfr1,mpn1,partnumber3,162076,-1
20140629,source1,mfr1,mpn1,partnumber3,162076,-1
20140629,source1,mfr1,mpn1,partnumber1,162076,0.23
20140629,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140630,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140630,source1,mfr1,mpn1,partnumber1,162076,0.23
20140630,source1,mfr1,mpn1,partnumber3,162076,-1
20140701,source1,mfr1,mpn1,partnumber2,159000,0.03749
20140701,source1,mfr1,mpn1,partnumber1,161843,0.23
20140701,source1,mfr1,mpn1,partnumber3,161843,-1
20140702,source1,mfr1,mpn1,partnumber3,158693,-1
20140702,source1,mfr1,mpn1,partnumber1,158693,0.23
20140702,source1,mfr1,mpn1,partnumber2,156000,0.03749
20140703,source1,mfr1,mpn1,partnumber3,157622,-1
20140703,source1,mfr1,mpn1,partnumber1,157622,0.23
20140703,source1,mfr1,mpn1,partnumber2,156000,0.03749
20140704,source1,mfr1,mpn1,partnumber2,186000,0.03749
20140704,source1,mfr1,mpn1,partnumber1,187582,0.23
20140704,source1,mfr1,mpn1,partnumber3,187582,-1
20140706,source1,mfr1,mpn1,partnumber3,184462,-1
20140706,source1,mfr1,mpn1,partnumber1,184462,0.23
20140706,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140707,source1,mfr1,mpn1,partnumber3,184462,-1
20140707,source1,mfr1,mpn1,partnumber1,184462,0.23
20140707,source1,mfr1,mpn1,partnumber2,183000,0.03749
20140708,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140708,source1,mfr1,mpn1,partnumber1,184191,0.23
20140708,source1,mfr1,mpn1,partnumber3,184191,-1
20140709,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140709,source1,mfr1,mpn1,partnumber1,184290,0.23
20140709,source1,mfr1,mpn1,partnumber3,184290,-1
20140710,source1,mfr1,mpn1,partnumber3,184119,-1
20140710,source1,mfr1,mpn1,partnumber1,184119,0.23
20140710,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140711,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140711,source1,mfr1,mpn1,partnumber1,184099,0.23
20140711,source1,mfr1,mpn1,partnumber3,184099,-1
20140712,source1,mfr1,mpn1,partnumber3,183904,-1
20140712,source1,mfr1,mpn1,partnumber1,183904,0.23
20140712,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140713,source1,mfr1,mpn1,partnumber3,183475,-1
20140713,source1,mfr1,mpn1,partnumber1,183475,0.23
20140713,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140714,source1,mfr1,mpn1,partnumber2,180000,0.03749
20140714,source1,mfr1,mpn1,partnumber1,183475,0.23
20140714,source1,mfr1,mpn1,partnumber3,183475,-1
20140715,source1,mfr1,mpn1,partnumber3,180620,-1
20140715,source1,mfr1,mpn1,partnumber1,180620,0.23
20140715,source1,mfr1,mpn1,partnumber2,177000,0.03749
20140716,source1,mfr1,mpn1,partnumber3,177005,-1
20140716,source1,mfr1,mpn1,partnumber1,177005,0.23
20140716,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140717,source1,mfr1,mpn1,partnumber3,176978,-1
20140717,source1,mfr1,mpn1,partnumber1,176978,0.23
20140717,source1,mfr1,mpn1,partnumber2,174000,0.03749
20140718,source1,mfr1,mpn1,partnumber3,173588,-1
20140718,source1,mfr1,mpn1,partnumber1,173588,0.23
20140718,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140719,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140719,source1,mfr1,mpn1,partnumber1,173438,0.23
20140719,source1,mfr1,mpn1,partnumber3,173438,-1
20140720,source1,mfr1,mpn1,partnumber3,173388,-1
20140720,source1,mfr1,mpn1,partnumber1,173388,0.23
20140720,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140721,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140721,source1,mfr1,mpn1,partnumber1,173388,0.23
20140721,source1,mfr1,mpn1,partnumber3,173388,-1
20140722,source1,mfr1,mpn1,partnumber3,173336,-1
20140722,source1,mfr1,mpn1,partnumber1,173236,0.23
20140722,source1,mfr1,mpn1,partnumber2,171000,0.03749
20140723,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140723,source1,mfr1,mpn1,partnumber1,169718,0.23
20140723,source1,mfr1,mpn1,partnumber3,169718,-1
20140724,source1,mfr1,mpn1,partnumber3,169661,-1
20140724,source1,mfr1,mpn1,partnumber1,169661,0.23
20140724,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140725,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140725,source1,mfr1,mpn1,partnumber1,166241,0.23
20140725,source1,mfr1,mpn1,partnumber3,166241,-1
20140726,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140726,source1,mfr1,mpn1,partnumber1,169210,0.23
20140726,source1,mfr1,mpn1,partnumber3,169210,-1
20140727,source1,mfr1,mpn1,partnumber3,169210,-1
20140727,source1,mfr1,mpn1,partnumber1,169180,0.23
20140727,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140728,source1,mfr1,mpn1,partnumber2,168000,0.03749
20140728,source1,mfr1,mpn1,partnumber1,169180,0.23
20140728,source1,mfr1,mpn1,partnumber3,169180,-1
20140729,source1,mfr1,mpn1,partnumber3,169130,-1
20140729,source1,mfr1,mpn1,partnumber1,169130,0.23
20140729,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140730,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140730,source1,mfr1,mpn1,partnumber1,168815,0.23
20140730,source1,mfr1,mpn1,partnumber3,168840,-1
20140731,source1,mfr1,mpn1,partnumber2,165000,0.03749
20140731,source1,mfr1,mpn1,partnumber1,168705,0.23
20140731,source1,mfr1,mpn1,partnumber3,168705,-1
