ingestdate,qtyavail
20150107,19008456
20150108,18980000
20150108,19006311
20150108,19006311
20150109,18050000
20150109,18075161
20150109,18075161
20150124,14040000
20150124,14061009
20150124,14061009
20150126,14040000
20150126,14060879
20150126,14060879
20150127,15120000
20150127,15139348
20150127,15139348
20150128,15110000
20150128,15139071
20150128,15139071
20140226,470000
20140226,488403
20140226,488403
20140228,15538
20140228,15538
20140301,3750000
20140301,3761398
20140301,3761398
20141009,1750000
20141009,1798304
20141009,1798304
20141017,13500000
20141017,13535997
20141017,13536547
20140224,390000
20140224,413310
20140224,413310
20140303,3750000
20140303,3761178
20140303,3761178
20140306,4400000
20140306,4440545
20140306,4440545
20131230,5818000
20131230,5842288
20131230,5842288
20140101,5888000
20140101,5909462
20140101,5909462
20140110,5398000
20140110,5413998
20140110,5413998
20140114,4248000
20140114,4261741
20140114,4261941
20140211,980000
20140211,999124
20140211,1000336
20140225,470000
20140225,490390
20140225,490390
20140302,3750000
20140302,3761178
20140302,3761178
20131129,1228000
20131129,1245099
20131129,1245099
20131205,178000
20131205,199005
20131205,199005
20131208,168000
20131208,187330
20131208,187330
20131210,19080
20131210,19080
20140221,390000
20140221,414956
20140221,414956
20140223,390000
20140223,413443
20140223,413443
20140227,17088
20140227,17088
20140204,1650000
20140204,1667720
20140204,1667720
20140206,1380000
20140206,1397662
20140206,1397662
20140212,1970000
20140212,1987144
20140212,1987144
20140129,1708000
20140129,1721775
20140129,1721775
20140213,1100000
20140213,1113819
20140213,1113819
20140215,2060000
20140215,2074337
20140215,2074337
20140216,2060000
20140216,2074337
20140216,2074337
20140217,2060000
20140217,2074233
20140217,2074233
20140220,390000
20140220,416189
20140220,416189
20140509,6500000
20140509,6516933
20140509,6516933
20140511,6500000
20140511,6515158
20140511,6515158
20140618,8230000
20140618,8315852
20140618,8315852
20140619,8090000
20140619,8189550
20140619,8189550
20140622,8140000
20140622,8235269
20140622,8235269
20141128,11590000
20141128,11621066
20141128,11621316
20141204,13180000
20141204,13207082
20141204,13207082
20141031,12860000
20141031,12876490
20141031,12876490
20141104,13320000
20141104,13342417
20141104,13342417
20141105,13310000
20141105,13330295
20141105,13330295
20141018,13500000
20141018,13529926
20141018,13529926
20141025,13240000
20141025,13267551
20141025,13267551
20141026,13240000
20141026,13267551
20141026,13267551
20140422,8530000
20140422,8539347
20140422,8539347
20140428,8470000
20140428,8487301
20140428,8487301
20140926,3220000
20140926,3288968
20140926,3288968
20140930,4170000
20140930,4234768
20140930,4234768
20141012,11260000
20141012,11307139
20141012,11307139
20140826,2900000
20140826,3000764
20140826,3000764
20140924,3230000
20140924,3292218
20140924,3292218
20141004,3170000
20141004,3223424
20141004,3223424
20141006,3170000
20141006,3223194
20141006,3223194
20130904,8608000
20130904,8624137
20130904,8624137
20130905,8578000
20130905,8591368
20130905,8591718
20130908,8568000
20130908,8579868
20130908,8579868
20130910,8428000
20130910,8438009
20130910,8438069
20140917,3950000
20140917,4024128
20140917,4024128
20140918,3940000
20140918,4006528
20140918,4006528
20140919,3730000
20140919,3795338
20140919,3795338
20140615,8830000
20140615,8922277
20140615,8922277
20140621,8140000
20140621,8235284
20140621,8235284
20140626,6410000
20140626,6498338
20140626,6498338
20140721,9100000
20140721,9168159
20140721,9168159
20140723,7930000
20140723,7990950
20140723,7990950
20140724,7910000
20140724,7967418
20140724,7967418
20140902,1380000
20140902,1473819
20140902,1473819
20140912,2750000
20140912,2832169
20140912,2832929
20140913,2750000
20140913,2831775
20140913,2831775
20140702,10550000
20140702,10624238
20140702,10624238
20140712,9280000
20140712,9365676
20140712,9365676
20140713,9280000
20140713,9365476
20140713,9365476
20140804,5960000
20140804,6102332
20140804,6102482
20140806,6530000
20140806,6669314
20140806,6669314
20140810,5540000
20140810,5651938
20140810,5651938
20140821,4320000
20140821,4414420
20140821,4414420
20140824,3440000
20140824,3542977
20140824,3542977
20140828,2430000
20140828,2530038
20140828,2530038
20140823,3440000
20140823,3542977
20140823,3542977
20140908,1990000
20140908,2079149
20140908,2079149
20140911,2750000
20140911,2834899
20140911,2834899
20150704,3710000
20150704,3758027
20150704,3758027
